satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,illuminated,international_designator,generation
STARLINK-11254 [DTC],60731,2024-10-01T19:13:52.000Z,1.0,4.9,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11254,,,249.8933451,48.0353523,413.167883,-3.3383478,0.1876338,0.899654,105.6546154,61.1810773,282.5239157,True,,v2 mini
STARLINK-11254 [DTC],60731,2024-10-01T19:14:08.000Z,1.0,5.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11254,,,274.6633523,48.7408733,373.957111,-1.4697356,-0.1349068,1.1059778,89.6140695,76.9769185,269.7978053,True,,v2 mini
STARLINK-11254 [DTC],60731,2024-10-01T19:14:20.000Z,1.0,5.1,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11254,,,294.2943606,45.3204216,366.226427,0.1987459,-0.4243128,1.0799966,76.1435906,84.8166948,182.9160587,True,,v2 mini
STARLINK-11197 [DTC],60186,2024-10-01T19:20:55.000Z,1.0,4.9,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11197,,,218.6880503,8.0373766,1131.457394,-6.6873641,0.1549841,0.0475355,147.3396936,14.037525,265.406544,True,,v2 mini
STARLINK-11197 [DTC],60186,2024-10-01T19:21:39.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11197,,,221.2605122,16.7887968,844.604572,-6.291366,0.2564575,0.0699423,141.4438964,22.1951492,269.5502429,True,,v2 mini
STARLINK-11197 [DTC],60186,2024-10-01T19:22:08.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11197,,,223.9024366,25.9843102,669.625184,-5.7076651,0.3909181,0.1037465,134.4814247,30.5083813,274.6653921,True,,v2 mini
STARLINK-11146 [DTC],60729,2024-10-01T19:27:37.000Z,1.0,4.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,218.9124872,29.0701603,702.301452,-6.0049495,0.1394026,0.328215,136.0073403,28.6814417,281.7605772,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-01T19:28:01.000Z,1.0,5.4,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,230.4054381,32.6024116,566.225019,-5.2533979,0.1492278,0.5098317,126.0671296,38.2389603,276.8522491,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-01T19:28:13.000Z,1.0,5.4,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,238.6622885,34.3047574,506.6411,-4.6431454,0.1296533,0.6425454,119.2786972,44.5467863,272.6379041,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-01T19:28:18.000Z,1.0,5.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,242.7565478,34.9101301,484.208584,-4.3225775,0.1111131,0.7058885,115.9914969,47.5214458,270.245266,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-01T19:28:45.000Z,1.0,6.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,271.9326338,34.9565251,399.087997,-1.7325208,-0.1563609,1.0247494,93.0071078,65.3971228,240.7850605,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-01T19:28:54.000Z,1.0,5.2,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,283.278871,32.9577173,388.628532,-0.5764199,-0.2866679,1.0530829,83.725609,69.2624217,217.8186154,True,2024-152K,v2 mini
STARLINK-11249 [DTC],60728,2024-10-01T19:34:52.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11249,,,220.7009072,25.9297556,745.427138,-6.0250639,0.0972213,0.3198263,136.8306989,26.4365977,279.2873092,True,,v2 mini
STARLINK-11249 [DTC],60728,2024-10-01T19:35:03.000Z,1.0,4.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11249,,,225.0003837,27.0113256,680.526077,-5.7629637,0.0987792,0.3823481,133.0917339,29.8829972,277.079166,True,,v2 mini
STARLINK-11249 [DTC],60728,2024-10-01T19:35:13.000Z,1.0,5.3,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11249,,,229.6979304,27.9875419,624.387052,-5.4512681,0.0954014,0.4533874,129.0666447,33.5131075,274.4959008,True,,v2 mini
STARLINK-11249 [DTC],60728,2024-10-01T19:35:38.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11249,,,245.9595068,29.8490944,502.086898,-4.1957295,0.0367107,0.6987551,115.4556423,45.0580912,263.6364074,True,,v2 mini
STARLINK-11249 [DTC],60728,2024-10-01T19:36:13.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11249,,,281.1343434,26.4140547,410.198808,-0.7024418,-0.2698559,0.9971093,85.6993769,61.86868,218.0999719,True,,v2 mini
STARLINK-11146 [DTC],60729,2024-10-03T18:50:05.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,212.1545905,25.2771358,746.448544,-5.9799073,0.086784,0.3273373,143.3876771,26.410139,278.2512033,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-03T18:50:22.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,219.2717756,26.7392282,648.367719,-5.5267474,0.0831074,0.4310155,137.9387184,31.9018219,274.2703025,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-03T18:50:34.000Z,1.0,5.7,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,225.7210286,27.665819,584.674811,-5.0646352,0.068984,0.5283564,132.9476863,36.6155285,270.250415,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-03T18:50:58.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,243.4032074,28.4212895,479.168589,-3.5797076,-0.0252913,0.7781259,119.0624502,48.2304402,256.2000929,True,2024-152K,v2 mini
STARLINK-11146 [DTC],60729,2024-10-03T18:51:21.000Z,1.0,5.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11146,,,266.398502,25.6666669,422.119525,-1.2321769,-0.2272718,0.9681337,100.1928966,58.8526857,226.0907853,True,2024-152K,v2 mini
STARLINK-11249 [DTC],60728,2024-10-03T18:57:40.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11249,,,222.3250799,23.3900197,673.645022,-5.4017366,0.0369688,0.4328708,137.9693354,30.2929194,270.6076789,True,,v2 mini
STARLINK-11249 [DTC],60728,2024-10-03T18:57:49.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11249,,,226.8831181,23.6628505,626.497489,-5.0630264,0.0225503,0.4973289,134.3829108,33.3640489,267.3155046,True,,v2 mini
STARLINK-11249 [DTC],60728,2024-10-03T18:58:13.000Z,1.0,5.7,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11249,,,242.5827784,23.3694945,519.760534,-3.7046516,-0.0597666,0.707917,121.6655821,42.9249021,253.7375021,True,,v2 mini
STARLINK-11187 [DTC],60184,2024-10-03T18:59:58.000Z,1.0,5.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11187,,,212.544009,50.5815303,533.385436,-3.8885076,0.6742058,0.0603354,121.8064847,41.499645,303.0541126,True,,v2 mini
STARLINK-11187 [DTC],60184,2024-10-03T19:00:12.000Z,1.0,6.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11187,,,214.3270398,60.9396968,486.339784,-2.7810403,0.8039987,0.084485,112.0978035,47.2659857,315.199917,True,,v2 mini
STARLINK-11192 [DTC],60308,2024-10-03T19:04:29.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11192,,,197.2501053,26.9571575,1001.230758,-6.3677731,0.21701,0.0082209,147.9896115,16.3324189,292.5795299,True,,v2 mini
STARLINK-11128 [DTC],60302,2024-10-03T19:40:34.000Z,1.0,0.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11128,,,203.8200995,23.6630379,1175.601497,-6.7264938,0.1484982,0.0348458,148.948609,12.3747734,292.1350882,True,,v2 mini
STARLINK-11128 [DTC],60302,2024-10-03T19:40:39.000Z,1.0,6.1,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11128,,,204.0134609,24.4233174,1142.03323,-6.7002878,0.1557187,0.0358046,148.1932079,13.0579623,292.513298,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:07:04.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,250.3319236,88.0113038,451.490289,0.5656745,-0.2846267,-0.8477814,86.5877247,48.6107817,0.9735236,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:07:19.000Z,1.0,5.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,187.4515219,75.6249177,472.412249,2.187118,-0.8522718,-0.1084774,99.9524656,45.5487221,20.4688557,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:07:25.000Z,1.0,5.7,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,185.5881849,70.6451328,487.276613,2.7587629,-0.8058302,-0.0730574,104.8848049,43.6136396,26.9586678,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:07:41.000Z,1.0,5.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,183.6941422,58.9145105,541.96288,4.0103048,-0.6585317,-0.030849,116.46507,37.7404587,40.4232289,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:07:49.000Z,1.0,6.2,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,183.3285077,53.9383221,576.03288,4.4924027,-0.5863354,-0.0201224,121.3696461,34.8002035,45.4121878,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:07:59.000Z,1.0,6.3,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,183.0847138,48.4927711,623.495318,4.9806292,-0.5046159,-0.0108454,126.733096,31.3411317,50.4377977,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:08:26.000Z,1.0,5.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,182.9667446,37.2714397,770.80045,5.8392678,-0.3397017,0.0029465,137.7760548,23.5707278,59.5777325,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:08:39.000Z,1.0,6.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,183.0443362,33.2245965,848.455781,6.0951523,-0.2851376,0.0066281,141.7578809,20.5900032,62.5321734,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:09:15.000Z,1.0,5.3,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,183.4521355,24.9071264,1076.529725,6.5231805,-0.1874402,0.012518,149.9540021,14.1953609,68.1146186,True,,v2 mini
STARLINK-11230 [DTC],61053,2024-10-04T05:09:20.000Z,1.0,4.9,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11230,,,183.5223505,23.9935476,1109.244029,6.5618213,-0.178129,0.0130412,150.856623,13.4705938,68.6892767,True,,v2 mini
STARLINK-11253 [DTC],60935,2024-10-04T05:17:51.000Z,1.0,5.9,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11253,,,111.9000108,18.6661944,450.977705,0.8901873,0.2520351,0.9030562,99.5712756,52.7495965,140.1891641,True,,v2 mini
STARLINK-11253 [DTC],60935,2024-10-04T05:18:04.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11253,,,124.0653928,21.3691448,471.814679,2.2839486,0.1625274,0.8435083,110.3056681,49.2736961,122.387114,True,,v2 mini
STARLINK-11253 [DTC],60935,2024-10-04T05:18:18.000Z,1.0,6.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11253,,,135.992194,22.9993963,512.809358,3.5207821,0.0740319,0.7277546,120.4098551,43.7302985,108.3627276,True,,v2 mini
STARLINK-11253 [DTC],60935,2024-10-04T05:18:27.000Z,1.0,6.3,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11253,,,142.7144035,23.4629671,547.432256,4.1524658,0.0310473,0.6446231,125.9418192,39.9708103,101.8070097,True,,v2 mini
STARLINK-11253 [DTC],60935,2024-10-04T05:18:52.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11253,,,157.3835404,23.2904931,667.680771,5.3483944,-0.033397,0.441882,137.636168,30.6499881,90.0305496,True,,v2 mini
STARLINK-11253 [DTC],60935,2024-10-04T05:19:18.000Z,1.0,4.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11253,,,167.7061784,22.1181427,816.409327,6.023718,-0.0520599,0.3014169,145.5062694,23.3240954,83.2465522,True,,v2 mini
STARLINK-11252 [DTC],61051,2024-10-04T05:21:59.000Z,1.0,6.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11252,,,194.4596637,74.0839035,485.076526,2.1064182,-0.8173505,-0.1911016,101.4632883,44.0381254,21.7520932,True,,v2 mini
STARLINK-11252 [DTC],61051,2024-10-04T05:22:04.000Z,1.0,5.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11252,,,191.7522486,70.0642346,496.80188,2.5780406,-0.7884416,-0.1437153,105.5191766,42.6036017,27.0407394,True,,v2 mini
STARLINK-11252 [DTC],61051,2024-10-04T05:22:12.000Z,1.0,6.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11252,,,189.2937087,63.9953563,520.21084,3.2584685,-0.7266739,-0.0978475,111.5913075,40.0073659,34.4594066,True,,v2 mini
STARLINK-11252 [DTC],61051,2024-10-04T05:22:24.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11252,,,187.4344195,55.8913637,564.585775,4.102661,-0.6236562,-0.0594217,119.6546118,35.8516569,43.3704188,True,,v2 mini
STARLINK-11252 [DTC],61051,2024-10-04T05:22:47.000Z,1.0,6.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11252,,,186.0139729,43.6561869,672.808862,5.2105846,-0.4483562,-0.0239034,131.7827935,28.417799,54.9267113,True,,v2 mini
STARLINK-11243 [DTC],60927,2024-10-04T05:27:58.000Z,1.0,6.2,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11243,,,119.8935779,27.5674777,403.321559,1.8566812,0.1798618,1.0075462,105.1620054,57.8362713,124.5720678,True,,v2 mini
STARLINK-11243 [DTC],60927,2024-10-04T05:28:29.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11243,,,149.5751767,28.7373834,509.248338,4.6520842,-0.05956,0.6506867,128.7608864,40.9909909,93.289681,True,,v2 mini
STARLINK-11243 [DTC],60927,2024-10-04T05:28:46.000Z,1.0,5.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11243,,,160.3567125,27.3788888,595.794789,5.4657647,-0.0928021,0.476661,137.071157,33.2467159,86.2752666,True,,v2 mini
STARLINK-11243 [DTC],60927,2024-10-04T05:29:09.000Z,1.0,4.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11243,,,170.4124419,25.1670948,729.62283,6.106097,-0.0952443,0.3201837,144.6998354,25.3923486,80.7777631,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T04:59:05.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,120.1423001,24.8140261,429.921529,2.4283502,0.1443998,0.9263393,105.039069,52.1308145,119.3170552,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T04:59:13.000Z,1.0,5.7,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,127.9924559,25.6915633,452.641182,3.2308355,0.0770241,0.8451673,111.6802632,48.2822539,109.9367633,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T04:59:23.000Z,1.0,6.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,136.7596447,26.1188302,489.245612,4.0577746,0.0124268,0.7305808,118.9698198,43.2507099,101.2669219,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T04:59:31.000Z,1.0,6.4,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,142.8637627,26.0675635,523.899222,4.5874082,-0.0229268,0.6405884,123.9910756,39.3987184,96.1258516,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T05:00:04.000Z,1.0,5.1,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,160.7141081,24.1898314,699.963824,5.8939472,-0.0729009,0.3649197,138.556627,26.8222274,84.0000084,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T05:00:26.000Z,1.0,4.4,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,168.1177911,22.5743779,834.672899,6.3147135,-0.0722969,0.2607563,144.5692033,21.047719,79.8610208,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T05:00:27.000Z,1.0,4.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,168.3980958,22.5021839,840.994813,6.3290557,-0.0720868,0.2570754,144.7963019,20.8219673,79.712314,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T05:01:04.000Z,1.0,4.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,176.4897487,20.0162579,1082.67899,6.6879449,-0.0619919,0.1616787,151.3172504,14.0433655,75.6606531,True,,v2 mini
STARLINK-11207 [DTC],60933,2024-10-05T05:01:27.000Z,1.0,4.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11207,,,179.9926927,18.6594377,1237.9759,6.8073357,-0.056165,0.1279093,154.1054386,10.9237941,74.0599909,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:06:25.000Z,1.0,5.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,122.4155395,31.4003823,407.325326,2.650315,0.0843273,0.9740665,105.3701479,56.8700066,111.4027835,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:06:34.000Z,1.0,5.7,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,132.1248813,31.7286742,435.407059,3.5596833,-0.0062167,0.8595774,113.1015386,51.1955082,101.1821734,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:06:46.000Z,1.0,5.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,143.072654,31.1612026,484.046294,4.4971119,-0.0797632,0.6969772,121.7740081,43.9389153,92.505302,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:07:00.000Z,1.0,5.3,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,153.0174089,29.7547413,552.70752,5.2607963,-0.1141526,0.5332843,129.724073,36.7087704,86.300828,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:07:15.000Z,1.0,6.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,160.970306,27.9780879,635.96623,5.802125,-0.1193441,0.4022706,136.18762,30.4930824,82.0949739,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:07:33.000Z,1.0,5.4,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,167.9343409,25.9008881,744.4257,6.2159244,-0.110113,0.2948636,141.9403809,24.7008093,78.809861,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:07:41.000Z,1.0,4.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,170.3872859,25.0422286,794.692001,6.3462452,-0.1045065,0.2598393,143.9856845,22.5739075,77.7266562,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:08:10.000Z,1.0,4.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,177.1207723,22.3005549,983.721402,6.6561193,-0.0852268,0.1740799,149.6319227,16.4686082,74.9381809,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:08:22.000Z,1.0,4.2,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,179.2162391,21.3182128,1064.098092,6.7365903,-0.0786494,0.1510511,151.3908037,14.478346,74.1280856,True,,v2 mini
STARLINK-11246 [DTC],60932,2024-10-05T05:08:56.000Z,1.0,4.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11246,,,183.8208857,18.9022646,1295.902399,6.8828822,-0.0644604,0.1074784,155.2322008,9.9241526,72.4617983,True,,v2 mini
STARLINK-11204 [DTC],60931,2024-10-05T05:13:29.000Z,1.0,6.2,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11204,,,106.5320251,36.5508719,364.816859,1.0912831,0.2392074,1.1300112,91.4521572,70.4761868,128.7069219,True,,v2 mini
STARLINK-11204 [DTC],60931,2024-10-05T05:13:46.000Z,1.0,5.8,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11204,,,129.3211675,38.0987462,402.150693,3.1982064,-0.0388106,0.9556385,108.5832691,58.1762085,96.9042511,True,,v2 mini
STARLINK-11204 [DTC],60931,2024-10-05T05:14:15.000Z,1.0,5.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11204,,,155.8558792,34.0320697,529.365751,5.2888869,-0.1827502,0.5355657,128.8497936,38.9213557,81.5411512,True,,v2 mini
STARLINK-11204 [DTC],60931,2024-10-05T05:14:26.000Z,1.0,5.0,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11204,,,162.1371898,32.039717,590.026717,5.7169969,-0.1773186,0.4265133,133.9787504,33.6932675,79.07371,True,,v2 mini
STARLINK-11204 [DTC],60931,2024-10-05T05:14:56.000Z,1.0,5.5,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11204,,,173.3903564,27.297236,772.902417,6.3840064,-0.1376446,0.2471404,143.611508,23.4798192,75.2041244,True,,v2 mini
